"submission_id","bee_id","project_id","gender","age","question","answer"
"57703822","5314349","29377","['Male']","['<=35']","bee.children.age_under_18","'1'"
"57703897","6907547","29377","['Male']","['>35']","bee.relationship_status","'Married / Civil partnered'"
"57703362","6995212","29377","['Male']","['>35']","brand.rejection.last_6_months#petcare.dog","Pedigree Dentastix'"
"57703527","5561640","29377","['Male']","['<=35']","What brands of treats and toys do you usually buy for your pet?","Wagg"
"57703555","7134723","29377","['Female']","['>35']","bee.birth_year","'1975'"
"57703599","7036682","29377","['Male']","['<=35']","opinion.bonding_moment.treats_vs_toys#petcare","'Treats are somewhat more appealing'"
"57703665","5664649","29377","['Female']","['<=35']","brand.awareness#petcare","Familiar with Mars brands"
"57703685","7134077","29377","['Female']","['<=35']","bee.children.ages","'Under 2"
"57703876","5056972","29377","['Female']","['>35']","bee.relationship_status","'Single'"
"57703876","5056972","29377","['Female']","['>35']","pet.bonding_moment.frequency#petcare.dog","'Daily'"
"57703878","6254063","29377","['Female']","['>35']","bee.employment_status","'Employed part time'"
"57703901","5435920","29377","['Male']","['<=35']","bee.household_income.usa","'Medium income'"
"57703350","4956890","29377","['Male']","['>35']","bee.relationship_status","'Married / Civil partnered'"
"57703385","7083729","29377","['Male']","['<=35']","bee.employment_status","'Self employed'"
"57703407","7045340","29377","['Male']","['>35']","What are the reasons you would not choose Mars’ treats or areas in which they could be improved?","'Never Used'"
"57703417","5305221","29377","['Female']","['<=35']","bee.household_composition","'Partner / spouse"
"57703442","2768736","29377","['Male']","['<=35']","bee.birth_year","'2000'"
"57703442","2768736","29377","['Male']","['<=35']","pet.bonding_moment.frequency#petcare.dog","'Daily'"
"57703665","5664649","29377","['Female']","['<=35']","pet.bonding_moment.frequency#petcare.dog","'Daily'"
"57703702","6832573","29377","['Female']","['>35']","brand.rejection.last_6_months#petcare.dog","'Bob Martin'"
"57703776","5754820","29377","['Male']","['<=35']","brand.awareness#petcare","Familiar with other brands"
"57703881","7039735","29377","['Female']","['>35']","bee.employment_status","'Employed full time'"
"57703344","4659612","29377","['Male']","['>35']","What are the key features you look for in a dog product (treats/toys) used in a bonding moment?","'Engagement'"
"57703344","4659612","29377","['Male']","['>35']","What sort of person do you think would most likely use Mars' treats for bonding moments?","'Unsure'"
"57703350","4956890","29377","['Male']","['>35']","bee.mobile_op_sys","None"
"57703397","3216531","29377","['Female']","['<=35']","What sort of person do you think would most likely use Mars' treats for bonding moments?","'Loving Owners"
"57703397","3216531","29377","['Female']","['<=35']","purchase.brand.last_6_months#petcare.treat","Purina Dentalife"
"57703404","4215276","29377","['Male']","['>35']","What brands of treats and toys do you usually buy for your pet?","Winalot'"
"57703563","7041535","29377","['Male']","['<=35']","What are the reasons you would not choose Mars’ treats or areas in which they could be improved?","'Limited Availability'"
"57703632","3168672","29377","['Female']","['<=35']","bee.employment_status","'Employed full time'"
"57703659","7109546","29377","['Female']","['<=35']","brand.awareness#petcare","Familiar with Mars brands'"
"57703731","4384636","29377","['Male']","['>35']","What do you think of Mars' treat products? Some examples of Mars’ treat products are: Pedigree, Cesar, Crave, Greenies & Dentastix.","Unaware"
"57703846","5976606","29377","['Male']","['>35']","bee.pet.types","'Dog'"
"57703846","5976606","29377","['Male']","['>35']","bee.raw_age","41.0"
"57703989","7043084","29377","['Female']","['>35']","bee.location.country","'United Kingdom'"
"57703997","7095472","29377","['Female']","['<=35']","opinion.bonding_moment.treats_vs_toys#petcare","'Neither treats nor toys are more appealing'"
"57703344","4659612","29377","['Male']","['>35']","What products do you usually use for bonding moments with your dog? Please specify any treats and/or toys.","'Dog Toys'"
"57703397","3216531","29377","['Female']","['<=35']","brand.rejection.last_6_months#petcare.dog","Pooch & Mutt"
"57703417","5305221","29377","['Female']","['<=35']","opinion.mars_vs_others#petcare","'Significantly different'"
"57703442","2768736","29377","['Male']","['<=35']","What are the reasons you would not choose Mars’ treats or areas in which they could be improved?","'Lack of Variety'"
"57703507","3538785","29377","['Male']","['>35']","What brands of treats and toys do you usually buy for your pet?","'Supermarket Own Label (Unspecified)"
"57703508","2112811","29377","['Female']","['<=35']","bee.pet.types","'Dog"
"57703614","5316863","29377","['Female']","['>35']","product.brand.switch.likelihood#petcare.dog","'Very likely'"
"57703614","5316863","29377","['Female']","['>35']","purchase.brand.last_6_months#petcare.treat","Bonio"
"57703651","5935696","29377","['Male']","['>35']","bee.birth_year","'1972'"
"57703665","5664649","29377","['Female']","['<=35']","What are the key features you look for in a dog product (treats/toys) used in a bonding moment?","'Health Benefits'"
"57703731","4384636","29377","['Male']","['>35']","What are the key features you look for in a dog product (treats/toys) used in a bonding moment?","'Nutrition"
"57703769","7111621","29377","['Female']","['>35']","pet.bonding_moment.frequency#petcare.dog","'Daily'"
"57703876","5056972","29377","['Female']","['>35']","brand.rejection.last_6_months#petcare.dog","'None of these'"
"57703989","7043084","29377","['Female']","['>35']","What reasons may explain these perceived differences or lack of differences?","Health Benefits"
"57703989","7043084","29377","['Female']","['>35']","Why have you stopped using these products or brands?","'No Reason / Still Use Brand'"
"57703997","7095472","29377","['Female']","['<=35']","bee.employment_status","'Student'"
"57703406","7075447","29377","['Female']","['<=35']","brand.awareness#petcare","Familiar with retailer label brands'"
"57703580","7133771","29377","['Male']","['<=35']","opinion.bonding_moment.treats_vs_toys#petcare","'Treats are somewhat more appealing'"
"57703593","6741068","29377","['Female']","['<=35']","bee.birth_year","'2005'"
"57703630","6966970","29377","['Female']","['<=35']","bee.pet.types","'Dog'"
"57703632","3168672","29377","['Female']","['<=35']","brand.awareness#petcare","'Familiar with Mars brands'"
"57703846","5976606","29377","['Male']","['>35']","pet.bonding_moment.treats_toys.frequency#petcare.dog","'Multiple times in a week'"
"57703877","2770203","29377","['Female']","['>35']","What products do you usually use for bonding moments with your dog? Please specify any treats and/or toys.","'Dog Toys"
"57703345","7083386","29377","['Female']","['>35']","bee.pet.types","Fish"
"57703507","3538785","29377","['Male']","['>35']","What do you think of Mars' treat products? Some examples of Mars’ treat products are: Pedigree, Cesar, Crave, Greenies & Dentastix.","'Positive'"
"57703563","7041535","29377","['Male']","['<=35']","brand.awareness#petcare","Familiar with Mars brands'"
"57703595","6828159","29377","['Male']","['<=35']","bee.mobile_op_sys","None"
"57703599","7036682","29377","['Male']","['<=35']","bee.household_income.usa","'High income'"
"57703601","7109202","29377","['Female']","['<=35']","What reasons may explain these perceived differences or lack of differences?","Price'"
"57703669","6812771","29377","['Male']","['<=35']","What do you think of Mars' treat products? Some examples of Mars’ treat products are: Pedigree, Cesar, Crave, Greenies & Dentastix.","Unaware"
"57703866","7058230","29377","['Male']","['<=35']","bee.household_income.usa","'Low income'"
"57703876","5056972","29377","['Female']","['>35']","bee.employment_status","'Employed full time'"
"57703878","6254063","29377","['Female']","['>35']","bee.location.country","'United Kingdom'"
"57703507","3538785","29377","['Male']","['>35']","What reasons may explain these perceived differences or lack of differences?","'Unsure'"
"57703508","2112811","29377","['Female']","['<=35']","What are the reasons you would not choose Mars’ treats or areas in which they could be improved?","'High Price'"
"57703525","5029257","29377","['Male']","['<=35']","bee.birth_year","'1996'"
"57703563","7041535","29377","['Male']","['<=35']","bee.household_income.uk","'Medium income'"
"57703565","2485182","29377","['Male']","['>35']","What do you think of Mars' treat products? Some examples of Mars’ treat products are: Pedigree, Cesar, Crave, Greenies & Dentastix.","'Positive'"
"57703593","6741068","29377","['Female']","['<=35']","What do you think of Mars' treat products? Some examples of Mars’ treat products are: Pedigree, Cesar, Crave, Greenies & Dentastix.","Positive'"
"57703599","7036682","29377","['Male']","['<=35']","product.brand.switch.likelihood#petcare.dog","'Somewhat likely'"
"57703776","5754820","29377","['Male']","['<=35']","Why have you stopped using these products or brands?","'Better Alternatives'"
"57703846","5976606","29377","['Male']","['>35']","brand.awareness#petcare","Familiar with retailer label brands"
"57703846","5976606","29377","['Male']","['>35']","opinion.bonding_moment.treats_vs_toys#petcare","'Neither treats nor toys are more appealing'"
"57703327","5340050","29377","['Male']","['>35']","brand.rejection.last_6_months#petcare.dog","'Pedigree"
"57703345","7083386","29377","['Female']","['>35']","brand.awareness#petcare","Familiar with Mars brands"
"57703397","3216531","29377","['Female']","['<=35']","purchase.brand.last_6_months#petcare.treat","Purina Adventuros"
"57703507","3538785","29377","['Male']","['>35']","brand.awareness#petcare","Familiar with Mars brands"
"57703580","7133771","29377","['Male']","['<=35']","pet.bonding_moment.frequency#petcare.dog","'Daily'"
"57703593","6741068","29377","['Female']","['<=35']","brand.rejection.last_6_months#petcare.dog","Purina Dentalife"
"57703630","6966970","29377","['Female']","['<=35']","bee.children.ages","\"\"\"I don't have children aged under 18\"\"\""
"57703632","3168672","29377","['Female']","['<=35']","bee.employment.industry","'Hospitality / Tourism / Leisure'"
"57703659","7109546","29377","['Female']","['<=35']","What reasons may explain these perceived differences or lack of differences?","'Product Packaging"
"57703866","7058230","29377","['Male']","['<=35']","brand.awareness#petcare","Familiar with other brands"
"57703901","5435920","29377","['Male']","['<=35']","opinion.bonding_moment.treats_vs_toys#petcare","'Treats are somewhat more appealing'"
"57703374","7084289","29377","['Male']","['<=35']","bee.household_income.uk","'High income'"
"57703407","7045340","29377","['Male']","['>35']","opinion.mars_vs_others#petcare","'Neither different nor similar'"
"57703659","7109546","29377","['Female']","['<=35']","What sort of person do you think would most likely use Mars' treats for bonding moments?","'Unsure'"
"57703358","5079390","29377","['Female']","['<=35']","What do you think of Mars' treat products? Some examples of Mars’ treat products are: Pedigree, Cesar, Crave, Greenies & Dentastix.","'Positive'"
"57703358","5079390","29377","['Female']","['<=35']","bee.raw_age","32.0"
"57703407","7045340","29377","['Male']","['>35']","opinion.bonding_moment.treats_vs_toys#petcare","'Treats are significantly more appealing'"
"57703417","5305221","29377","['Female']","['<=35']","Why have you stopped using these products or brands?","'To Try Something New"
"57703527","5561640","29377","['Male']","['<=35']","pet.bonding_moment.frequency#petcare.dog","'Daily'"
"57703563","7041535","29377","['Male']","['<=35']","bee.pet.types","Fish'"
"57703881","7039735","29377","['Female']","['>35']","What do you think of Mars' treat products? Some examples of Mars’ treat products are: Pedigree, Cesar, Crave, Greenies & Dentastix.","'Non-User"
"57703368","6842612","29377","['Female']","['<=35']","bee.location.country","'United Kingdom'"
"57703397","3216531","29377","['Female']","['<=35']","What reasons may explain these perceived differences or lack of differences?","'Unsure'"
"57703397","3216531","29377","['Female']","['<=35']","brand.rejection.last_6_months#petcare.dog","Pedigree"
"57703417","5305221","29377","['Female']","['<=35']","opinion.bonding_moment.treats_vs_toys#petcare","'Treats are significantly more appealing'"
"57703507","3538785","29377","['Male']","['>35']","pet.bonding_moment.frequency#petcare.dog","'Daily'"
"57703527","5561640","29377","['Male']","['<=35']","bee.location.country","'United Kingdom'"
"57703593","6741068","29377","['Female']","['<=35']","brand.rejection.last_6_months#petcare.dog","Own label (e.g. Tesco, Sainsbury’s)'"
"57703599","7036682","29377","['Male']","['<=35']","bee.pet.types","'Dog"
"57703599","7036682","29377","['Male']","['<=35']","pet.bonding_moment.treats_toys.frequency#petcare.dog","'Multiple times in a week'"
"57703609","5653795","29377","['Female']","['>35']","brand.awareness#petcare","Familiar with other brands"
"57703630","6966970","29377","['Female']","['<=35']","brand.awareness#petcare","Familiar with Goodboy"
"57703669","6812771","29377","['Male']","['<=35']","bee.household_income.usa","'Low income'"
"57703685","7134077","29377","['Female']","['<=35']","bee.mobile_op_sys","None"
"57703720","5203753","29377","['Female']","['<=35']","purchase.brand.last_6_months#petcare.treat","Crave'"
"57703743","6826323","29377","['Male']","['<=35']","bee.survey.awareness.source","'I discovered it in the app on my own'"
"57703822","5314349","29377","['Male']","['<=35']","What brands of treats and toys do you usually buy for your pet?","'No Brand Loyalty'"
"57703876","5056972","29377","['Female']","['>35']","bee.household_composition","'I live alone'"
"57703344","4659612","29377","['Male']","['>35']","bee.children.age_under_18","'1'"
"57703404","4215276","29377","['Male']","['>35']","bee.household_composition","Children aged under 18'"
"57703595","6828159","29377","['Male']","['<=35']","bee.pet.types","Dog'"
"57703595","6828159","29377","['Male']","['<=35']","pet.bonding_moment.frequency#petcare.dog","'Daily'"
"57703989","7043084","29377","['Female']","['>35']","What are the key features you look for in a dog product (treats/toys) used in a bonding moment?","'Nutrition"
"57703997","7095472","29377","['Female']","['<=35']","bee.children.ages","10-12'"
"57703344","4659612","29377","['Male']","['>35']","brand.awareness#petcare","Familiar with other brands"
"57703344","4659612","29377","['Male']","['>35']","brand.rejection.last_6_months#petcare.dog","'None of these'"
"57703406","7075447","29377","['Female']","['<=35']","What products do you usually use for bonding moments with your dog? Please specify any treats and/or toys.","Dog Treats'"
"57703565","2485182","29377","['Male']","['>35']","bee.location.country","'United Kingdom'"
"57703567","6857517","29377","['Female']","['<=35']","bee.household_composition","Children aged under 18'"
"57703669","6812771","29377","['Male']","['<=35']","What are the reasons you would not choose Mars’ treats or areas in which they could be improved?","'Negative Brand Image'"
"57703669","6812771","29377","['Male']","['<=35']","What reasons may explain these perceived differences or lack of differences?","'Unsure'"
"57703866","7058230","29377","['Male']","['<=35']","brand.awareness#petcare","'Familiar with Mars brands"
"57703866","7058230","29377","['Male']","['<=35']","product.brand.switch.likelihood#petcare.dog","'Neutral'"
"57703997","7095472","29377","['Female']","['<=35']","bee.ethnicity","'White'"
"57703362","6995212","29377","['Male']","['>35']","purchase.brand.last_6_months#petcare.treat","'Own label (e.g. Tesco, Sainsbury’s)"
"57703406","7075447","29377","['Female']","['<=35']","bee.relationship_status","'Single'"
"57703508","2112811","29377","['Female']","['<=35']","brand.rejection.last_6_months#petcare.dog","'None of these'"
"57703630","6966970","29377","['Female']","['<=35']","What sort of person do you think would most likely use Mars' treats for bonding moments?","'Loving Owners"
"57703876","5056972","29377","['Female']","['>35']","bee.household_income.uk","'Medium income'"
"57703881","7039735","29377","['Female']","['>35']","bee.household_composition","'Partner / spouse'"
"57703897","6907547","29377","['Male']","['>35']","What sort of person do you think would most likely use Mars' treats for bonding moments?","Responsible Owners'"
"57703997","7095472","29377","['Female']","['<=35']","bee.pet.types","Reptile'"
"57703345","7083386","29377","['Female']","['>35']","brand.awareness#petcare","Familiar with Goodboy"
"57703374","7084289","29377","['Male']","['<=35']","bee.household_composition","'Partner / spouse'"
"57703442","2768736","29377","['Male']","['<=35']","opinion.bonding_moment.treats_vs_toys#petcare","'Neither treats nor toys are more appealing'"
"57703563","7041535","29377","['Male']","['<=35']","What sort of person do you think would most likely use Mars' treats for bonding moments?","'Loving Owners"
"57703599","7036682","29377","['Male']","['<=35']","bee.pet.types","Cat'"
"57703720","5203753","29377","['Female']","['<=35']","brand.rejection.last_6_months#petcare.dog","Bob Martin'"
"57703397","3216531","29377","['Female']","['<=35']","opinion.conversation_quality","'1 - Terrible'"
"57703404","4215276","29377","['Male']","['>35']","What sort of person do you think would most likely use Mars' treats for bonding moments?","'Loving Owners'"
"57703404","4215276","29377","['Male']","['>35']","bee.relationship_status","'Married / Civil partnered'"
"57703846","5976606","29377","['Male']","['>35']","bee.relationship_status","'Living with partner'"
"57703878","6254063","29377","['Female']","['>35']","What products do you usually use for bonding moments with your dog? Please specify any treats and/or toys.","'Dog Treats'"
"57703989","7043084","29377","['Female']","['>35']","brand.awareness#petcare","Familiar with Mars brands"
"57703345","7083386","29377","['Female']","['>35']","pet.bonding_moment.frequency#petcare.dog","'Daily'"
"57703397","3216531","29377","['Female']","['<=35']","brand.rejection.last_6_months#petcare.dog","Lily’s Kitchen"
"57703404","4215276","29377","['Male']","['>35']","bee.pet.types","'Dog"
"57703599","7036682","29377","['Male']","['<=35']","bee.household_composition","'Friends / roommates'"
"57703632","3168672","29377","['Female']","['<=35']","product.brand.switch.likelihood#petcare.dog","'Extremely unlikely'"
"57703651","5935696","29377","['Male']","['>35']","pet.bonding_moment.frequency#petcare.dog","'Daily'"
"57703878","6254063","29377","['Female']","['>35']","bee.household_composition","Children aged under 18'"
"57703901","5435920","29377","['Male']","['<=35']","bee.survey.awareness.source","'I received a push notification on my phone'"
"57703327","5340050","29377","['Male']","['>35']","opinion.mars_vs_others#petcare","'Somewhat different'"
"57703368","6842612","29377","['Female']","['<=35']","product.brand.switch.likelihood#petcare.dog","'Somewhat unlikely'"
"57703406","7075447","29377","['Female']","['<=35']","bee.household_income.usa","'Medium income'"
"57703507","3538785","29377","['Male']","['>35']","What products do you usually use for bonding moments with your dog? Please specify any treats and/or toys.","'Dog Treats'"
"57703525","5029257","29377","['Male']","['<=35']","Why have you stopped using these products or brands?","'Never Used"
"57703599","7036682","29377","['Male']","['<=35']","bee.raw_age","23.0"
"57703665","5664649","29377","['Female']","['<=35']","opinion.conversation_quality","'3'"
"57703866","7058230","29377","['Male']","['<=35']","What sort of person do you think would most likely use Mars' treats for bonding moments?","'Loving Owners"
